2911EG,17,,Hunze,Nieuwerkerk aan den IJssel
2912NE,16,,de Linde,Nieuwerkerk aan den IJssel
2911HB,4,,Donau,Nieuwerkerk aan den IJssel
2912VJ,4,,Sweelinckstraat,Nieuwerkerk aan den IJssel
2914CK,16,,Geraniumveld,Nieuwerkerk aan den IJssel
2914AH,46,,Goudmos,Nieuwerkerk aan den IJssel
2911EA,39,,Merwede,Nieuwerkerk aan den IJssel
2914ED,2,,Mezendaal,Nieuwerkerk aan den IJssel
2912VB,16,,Bizetpad,Nieuwerkerk aan den IJssel
2911HB,27,,Donau,Nieuwerkerk aan den IJssel
2912PD,34,,Bospolderstraat,Nieuwerkerk aan den IJssel
2912GJ,11,,Poolsezoom,Nieuwerkerk aan den IJssel
2912XK,7,,Paganinipad,Nieuwerkerk aan den IJssel
2911BE,106,,Kortenoord,Nieuwerkerk aan den IJssel
2912CE,16,,Ir Leemansstraat,Nieuwerkerk aan den IJssel
2914RP,56,,Valkendaal,Nieuwerkerk aan den IJssel
2914CB,16,,Irisveld,Nieuwerkerk aan den IJssel
2911HG,6,,Seine,Nieuwerkerk aan den IJssel
2912NE,34,,de Linde,Nieuwerkerk aan den IJssel
2914VD,29,,Sterremos,Nieuwerkerk aan den IJssel
2912CT,55,,Verzetsstraat,Nieuwerkerk aan den IJssel
2914CG,19,,Margrietveld,Nieuwerkerk aan den IJssel
2914AE,7,,Goudmos,Nieuwerkerk aan den IJssel
2912RE,28,,de Meidoorn,Nieuwerkerk aan den IJssel
2912BC,108,,Dorrestein,Nieuwerkerk aan den IJssel
2911CS,29,,Dieze,Nieuwerkerk aan den IJssel
2912GE,25,,Portugesezoom,Nieuwerkerk aan den IJssel
2914VH,78,,Sterremos,Nieuwerkerk aan den IJssel
2911EB,4,,Merwede,Nieuwerkerk aan den IJssel
2914KA,41,,Doortocht,Nieuwerkerk aan den IJssel
2914ED,11,,Mezendaal,Nieuwerkerk aan den IJssel
2911PG,81,,Veldewater,Nieuwerkerk aan den IJssel
2911AN,30,,Prinses Irenestraat,Nieuwerkerk aan den IJssel
2912XG,19,,Kerkepad,Nieuwerkerk aan den IJssel
2912CR,64,,Schoolstraat,Nieuwerkerk aan den IJssel
2912RB,72,,de Esdoorn,Nieuwerkerk aan den IJssel
2913LG,36,,Albert van 't Hartweg,Nieuwerkerk aan den IJssel
2914KL,1,,Zwaluwendaal,Nieuwerkerk aan den IJssel
2911PD,4,,Polderdreef,Nieuwerkerk aan den IJssel
2912CV,6,,Verzetsstraat,Nieuwerkerk aan den IJssel
2914CD,117,,Lelieveld,Nieuwerkerk aan den IJssel
2914LD,99,,Parallelweg-Zuid,Nieuwerkerk aan den IJssel
2912AB,123,,J A Beyerinkstraat,Nieuwerkerk aan den IJssel
2912XD,3,,J S Bachstraat,Nieuwerkerk aan den IJssel
2912XD,5,,J S Bachstraat,Nieuwerkerk aan den IJssel
2914PK,101,,Madeliefveld,Nieuwerkerk aan den IJssel
2914PK,147,,Madeliefveld,Nieuwerkerk aan den IJssel
2914CG,2,,Margrietveld,Nieuwerkerk aan den IJssel
2914CG,3,,Margrietveld,Nieuwerkerk aan den IJssel
2914CG,5,,Margrietveld,Nieuwerkerk aan den IJssel
2914CG,11,,Margrietveld,Nieuwerkerk aan den IJssel
2914CG,14,,Margrietveld,Nieuwerkerk aan den IJssel
2914CG,15,,Margrietveld,Nieuwerkerk aan den IJssel
2914CG,18,,Margrietveld,Nieuwerkerk aan den IJssel
2911BB,229,,Groenendijk,Nieuwerkerk aan den IJssel
2911PB,187,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2912RC,31,,de Iep,Nieuwerkerk aan den IJssel
2911PG,72,,Veldewater,Nieuwerkerk aan den IJssel
2911BB,146,,Groenendijk,Nieuwerkerk aan den IJssel
2912XG,61,,Kerkepad,Nieuwerkerk aan den IJssel
2911PB,177,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2912RC,21,,de Iep,Nieuwerkerk aan den IJssel
2914CD,38,,Lelieveld,Nieuwerkerk aan den IJssel
2911BG,24,,Kortlandstraat,Nieuwerkerk aan den IJssel
2912RG,48,,de Meidoorn,Nieuwerkerk aan den IJssel
2914CD,142,,Lelieveld,Nieuwerkerk aan den IJssel
2911BP,2,,de Britten,Nieuwerkerk aan den IJssel
2912BC,22,,Dorrestein,Nieuwerkerk aan den IJssel
2912AA,65,,J A Beyerinkstraat,Nieuwerkerk aan den IJssel
2914AB,22,,Bladmos,Nieuwerkerk aan den IJssel
2914CH,11,,Vioolveld,Nieuwerkerk aan den IJssel
2914LR,17,,Parkmos,Nieuwerkerk aan den IJssel
2914TX,4,,Speenkruid,Nieuwerkerk aan den IJssel
2911RB,38,,Wolga,Nieuwerkerk aan den IJssel
2911CE,79,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2912SH,1,,Bosveen,Nieuwerkerk aan den IJssel
2914PB,27,,Begoniaveld,Nieuwerkerk aan den IJssel
2911GB,61,,Lek,Nieuwerkerk aan den IJssel
2911RG,29,,Schelde,Nieuwerkerk aan den IJssel
2912NA,17,,de Beuk,Nieuwerkerk aan den IJssel
2912TB,11,,Europalaan,Nieuwerkerk aan den IJssel
2914AJ,124,,Goudmos,Nieuwerkerk aan den IJssel
2914EC,144,,Eendendaal,Nieuwerkerk aan den IJssel
2911GB,104,,Lek,Nieuwerkerk aan den IJssel
2914KA,101,,Doortocht,Nieuwerkerk aan den IJssel
2914PK,1,,Madeliefveld,Nieuwerkerk aan den IJssel
2914XG,1,,Veenmos,Nieuwerkerk aan den IJssel
2912VE,19,,Schubertstraat,Nieuwerkerk aan den IJssel
2911HA,125,,Burg Van Heugtenlaan,Nieuwerkerk aan den IJssel
2911HC,5,,Elbe,Nieuwerkerk aan den IJssel
2911BR,193,,Klein Hitland,Nieuwerkerk aan den IJssel
2912CC,24,,Flevopad,Nieuwerkerk aan den IJssel
2912VL,20,,Van Beethovenlaan,Nieuwerkerk aan den IJssel
2914EM,103,,Vinkendaal,Nieuwerkerk aan den IJssel
2914RJ,31,,Valkendaal,Nieuwerkerk aan den IJssel
2912GH,3,,Italiaansezoom,Nieuwerkerk aan den IJssel
2914AD,48,,Bronsmos,Nieuwerkerk aan den IJssel
2911AJ,6,,Kon Wilhelminastraat,Nieuwerkerk aan den IJssel
2912XK,5,,Paganinipad,Nieuwerkerk aan den IJssel
2911AN,8,,Prinses Irenestraat,Nieuwerkerk aan den IJssel
2912SC,85,,Batavierlaan,Nieuwerkerk aan den IJssel
2912SC,93,,Batavierlaan,Nieuwerkerk aan den IJssel
2912SE,107,,Batavierlaan,Nieuwerkerk aan den IJssel
2912SE,109,,Batavierlaan,Nieuwerkerk aan den IJssel
2912SE,115,,Batavierlaan,Nieuwerkerk aan den IJssel
2912SE,119,,Batavierlaan,Nieuwerkerk aan den IJssel
2912SE,123,,Batavierlaan,Nieuwerkerk aan den IJssel
2914PB,3,,Begoniaveld,Nieuwerkerk aan den IJssel
2914PB,5,,Begoniaveld,Nieuwerkerk aan den IJssel
2914PB,11,,Begoniaveld,Nieuwerkerk aan den IJssel
2914PB,17,,Begoniaveld,Nieuwerkerk aan den IJssel
2914PB,30,,Begoniaveld,Nieuwerkerk aan den IJssel
2912NB,44,,de Beuk,Nieuwerkerk aan den IJssel
2912NB,50,,de Beuk,Nieuwerkerk aan den IJssel
2912NB,52,,de Beuk,Nieuwerkerk aan den IJssel
2912NB,55,,de Beuk,Nieuwerkerk aan den IJssel
2912NB,56,,de Beuk,Nieuwerkerk aan den IJssel
2911BP,13,,de Britten,Nieuwerkerk aan den IJssel
2912NC,10,,de Els,Nieuwerkerk aan den IJssel
2912NC,16,,de Els,Nieuwerkerk aan den IJssel
2912NC,19,,de Els,Nieuwerkerk aan den IJssel
2911PH,1,,IJsermanpad,Nieuwerkerk aan den IJssel
2841CH,61,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,2,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,4,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,6,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,8,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,10,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,12,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,14,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,16,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,18,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,20,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,22,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,24,,Doctor Abraham Kuyperstraat,Moordrecht
2841CJ,28,,Doctor Abraham Kuyperstraat,Moordrecht
2841EG,2,,Dokter Van Westendorplaan,Moordrecht
2841EG,4,,Dokter Van Westendorplaan,Moordrecht
2841EG,6,,Dokter Van Westendorplaan,Moordrecht
2841EG,8,,Dokter Van Westendorplaan,Moordrecht
2841EG,10,,Dokter Van Westendorplaan,Moordrecht
2841EG,12,,Dokter Van Westendorplaan,Moordrecht
2841EG,14,,Dokter Van Westendorplaan,Moordrecht
2841EG,18,,Dokter Van Westendorplaan,Moordrecht
2841EG,20,,Dokter Van Westendorplaan,Moordrecht
2841EG,22,,Dokter Van Westendorplaan,Moordrecht
2841EG,24,,Dokter Van Westendorplaan,Moordrecht
2841EG,26,,Dokter Van Westendorplaan,Moordrecht
2841EG,28,,Dokter Van Westendorplaan,Moordrecht
2841EG,32,,Dokter Van Westendorplaan,Moordrecht
2841EG,34,,Dokter Van Westendorplaan,Moordrecht
2841EG,36,,Dokter Van Westendorplaan,Moordrecht
2841EG,38,,Dokter Van Westendorplaan,Moordrecht
2841EG,40,,Dokter Van Westendorplaan,Moordrecht
2841EG,42,,Dokter Van Westendorplaan,Moordrecht
2841EG,46,,Dokter Van Westendorplaan,Moordrecht
2841EG,48,,Dokter Van Westendorplaan,Moordrecht
2841EG,50,,Dokter Van Westendorplaan,Moordrecht
2841EG,54,,Dokter Van Westendorplaan,Moordrecht
2912NA,16,,de Beuk,Nieuwerkerk aan den IJssel
2912RG,39,,de Meidoorn,Nieuwerkerk aan den IJssel
2912BC,15,,Dorrestein,Nieuwerkerk aan den IJssel
2912NC,30,,de Els,Nieuwerkerk aan den IJssel
2912ND,57,,de Els,Nieuwerkerk aan den IJssel
2912RA,25,,de Esdoorn,Nieuwerkerk aan den IJssel
2912RB,41,,de Esdoorn,Nieuwerkerk aan den IJssel
2912RB,69,,de Esdoorn,Nieuwerkerk aan den IJssel
2912EG,5,,Joh Tomstraat,Nieuwerkerk aan den IJssel
2912EH,26,,Joh Tomstraat,Nieuwerkerk aan den IJssel
2914TT,21,,Zeepkruid,Nieuwerkerk aan den IJssel
2914BM,18,,Kroonkruid,Nieuwerkerk aan den IJssel
2911PB,113,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2911GA,3,,Gouwe,Nieuwerkerk aan den IJssel
2914ED,13,,Mezendaal,Nieuwerkerk aan den IJssel
2914TV,1,,Nagelkruid,Nieuwerkerk aan den IJssel
2914PE,23,,Narcisveld,Nieuwerkerk aan den IJssel
2912TJ,1,,Noorsestraat,Nieuwerkerk aan den IJssel
2912TJ,25,,Noorsestraat,Nieuwerkerk aan den IJssel
2914LC,13,,Parallelweg-Zuid,Nieuwerkerk aan den IJssel
2911CH,62,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2912EG,3,,Joh Tomstraat,Nieuwerkerk aan den IJssel
2914PC,4,,Crocusveld,Nieuwerkerk aan den IJssel
2912VK,15,,Van Beethovenlaan,Nieuwerkerk aan den IJssel
2914RH,12,,Uilendaal,Nieuwerkerk aan den IJssel
2911AE,7,,Kon Emmahof,Nieuwerkerk aan den IJssel
2911EP,96,,Vecht,Nieuwerkerk aan den IJssel
2912PG,2,,Frankenrade,Nieuwerkerk aan den IJssel
2914BS,31,,Kroonkruid,Nieuwerkerk aan den IJssel
2911PA,21,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2912PM,48,,Vikingrade,Nieuwerkerk aan den IJssel
2914XK,24,,Zilvermos,Nieuwerkerk aan den IJssel
2913LM,3,,Zuidelijke Dwarsweg,Nieuwerkerk aan den IJssel
2912NJ,57,,de Populier,Nieuwerkerk aan den IJssel
2912NJ,58,,de Populier,Nieuwerkerk aan den IJssel
2912NJ,66,,de Populier,Nieuwerkerk aan den IJssel
2911BL,9,,de Vijf Boeken,Nieuwerkerk aan den IJssel
2912RH,3,,de Wilg,Nieuwerkerk aan den IJssel
2912RH,5,,de Wilg,Nieuwerkerk aan den IJssel
2912RH,7,,de Wilg,Nieuwerkerk aan den IJssel
2912RH,11,,de Wilg,Nieuwerkerk aan den IJssel
2912RH,23,,de Wilg,Nieuwerkerk aan den IJssel
2912RH,27,,de Wilg,Nieuwerkerk aan den IJssel
2912RH,28,,de Wilg,Nieuwerkerk aan den IJssel
2912RJ,37,,de Wilg,Nieuwerkerk aan den IJssel
2911GA,86,,Gouwe,Nieuwerkerk aan den IJssel
2911GA,92,,Gouwe,Nieuwerkerk aan den IJssel
2911PE,11,,Stationsdreef,Nieuwerkerk aan den IJssel
2911PE,15,,Stationsdreef,Nieuwerkerk aan den IJssel
2911PE,19,,Stationsdreef,Nieuwerkerk aan den IJssel
2911PE,23,,Stationsdreef,Nieuwerkerk aan den IJssel
2911PE,27,,Stationsdreef,Nieuwerkerk aan den IJssel
2911PE,31,,Stationsdreef,Nieuwerkerk aan den IJssel
2912SM,4,,Stationsplein,Nieuwerkerk aan den IJssel
2912SM,9,,Stationsplein,Nieuwerkerk aan den IJssel
2911BR,189,,Klein Hitland,Nieuwerkerk aan den IJssel
2911PA,8,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2911AP,10,,Oranjepad,Nieuwerkerk aan den IJssel
2914KC,53,,Reigerhof,Nieuwerkerk aan den IJssel
2911CL,226,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2911BK,322,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2911BR,156,,Klein Hitland,Nieuwerkerk aan den IJssel
2912CB,26,,Dorpsstraat,Nieuwerkerk aan den IJssel
2913LB,5,,Hoofdweg-Noord,Nieuwerkerk aan den IJssel
2912CL,94,,Kerklaan,Nieuwerkerk aan den IJssel
2914KE,106,,Reigerhof,Nieuwerkerk aan den IJssel
2912CP,39,,Schoolstraat,Nieuwerkerk aan den IJssel
2911BK,344,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2912CK,52,,Kerklaan,Nieuwerkerk aan den IJssel
2914RM,10,,Valkendaal,Nieuwerkerk aan den IJssel
2911ES,136,,Vecht,Nieuwerkerk aan den IJssel
2914RT,8,,Sternendaal,Nieuwerkerk aan den IJssel
2912RD,58,,de Iep,Nieuwerkerk aan den IJssel
2914LD,73,,Parallelweg-Zuid,Nieuwerkerk aan den IJssel
2911RC,55,,Wolga,Nieuwerkerk aan den IJssel
2914PA,63,,Anjerveld,Nieuwerkerk aan den IJssel
2912AJ,59,,Prins Alexanderlaan,Nieuwerkerk aan den IJssel
2911BE,112,,Kortenoord,Nieuwerkerk aan den IJssel
2911PA,29,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2911PG,62,,Veldewater,Nieuwerkerk aan den IJssel
2911PD,36,,Polderdreef,Nieuwerkerk aan den IJssel
2911AE,21,,Kon Emmahof,Nieuwerkerk aan den IJssel
2912PH,4,,Friezenrade,Nieuwerkerk aan den IJssel
2912CD,49,,Ir Leemansstraat,Nieuwerkerk aan den IJssel
2911HA,133,,Burg Van Heugtenlaan,Nieuwerkerk aan den IJssel
2911PB,182,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2914TH,104,,Kroonkruid,Nieuwerkerk aan den IJssel
2911HB,71,,Donau,Nieuwerkerk aan den IJssel
2912CA,37,,Dorpsstraat,Nieuwerkerk aan den IJssel
2914CG,20,,Margrietveld,Nieuwerkerk aan den IJssel
2914CG,33,,Margrietveld,Nieuwerkerk aan den IJssel
2911EA,1,,Merwede,Nieuwerkerk aan den IJssel
2914CD,56,,Lelieveld,Nieuwerkerk aan den IJssel
2914KM,33,,Raadhuisplein,Nieuwerkerk aan den IJssel
2914TJ,132,,Kroonkruid,Nieuwerkerk aan den IJssel
2911HA,130,,Burg Van Heugtenlaan,Nieuwerkerk aan den IJssel
2911PD,84,,Polderdreef,Nieuwerkerk aan den IJssel
2912RH,1,,de Wilg,Nieuwerkerk aan den IJssel
2914CE,5,,Lupineveld,Nieuwerkerk aan den IJssel
2914LE,169,,Parallelweg-Zuid,Nieuwerkerk aan den IJssel
2914TR,10,,Watertorkruid,Nieuwerkerk aan den IJssel
2912BC,41,,Dorrestein,Nieuwerkerk aan den IJssel
2912SB,19,,Batavierlaan,Nieuwerkerk aan den IJssel
2914AC,9,,Bronsmos,Nieuwerkerk aan den IJssel
2914CH,30,,Vioolveld,Nieuwerkerk aan den IJssel
2914PA,15,,Anjerveld,Nieuwerkerk aan den IJssel
2914VA,9,,Bekermos,Nieuwerkerk aan den IJssel
2911CG,4,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2912GD,13,,Spaansezoom,Nieuwerkerk aan den IJssel
2912SJ,24,,Bosveen,Nieuwerkerk aan den IJssel
2914AG,101,,Goudmos,Nieuwerkerk aan den IJssel
2914EA,14,,Eendendaal,Nieuwerkerk aan den IJssel
2914VE,51,,Sterremos,Nieuwerkerk aan den IJssel
2913LH,14,,Parallelweg-Noord,Nieuwerkerk aan den IJssel
2912SM,31,,Stationsplein,Nieuwerkerk aan den IJssel
2911DA,5,,Burgemeester Van de Lindelaan,Nieuwerkerk aan den IJssel
2912AM,58,,Prins Alexanderlaan,Nieuwerkerk aan den IJssel
2912NA,36,,de Beuk,Nieuwerkerk aan den IJssel
2914AJ,162,,Goudmos,Nieuwerkerk aan den IJssel
2914EC,182,,Eendendaal,Nieuwerkerk aan den IJssel
2912ND,50,,de Els,Nieuwerkerk aan den IJssel
2914EE,86,,Mezendaal,Nieuwerkerk aan den IJssel
2914PK,39,,Madeliefveld,Nieuwerkerk aan den IJssel
2911BR,41,,Klein Hitland,Nieuwerkerk aan den IJssel
2912BK,35,,Zeemanstraat,Nieuwerkerk aan den IJssel
2912VG,18,,Schubertstraat,Nieuwerkerk aan den IJssel
2911RG,58,,Schelde,Nieuwerkerk aan den IJssel
2911HD,24,,Loire,Nieuwerkerk aan den IJssel
2911EM,49,,Vecht,Nieuwerkerk aan den IJssel
2914LE,149,,Parallelweg-Zuid,Nieuwerkerk aan den IJssel
2911RD,69,,Wolga,Nieuwerkerk aan den IJssel
2911BP,11,,de Britten,Nieuwerkerk aan den IJssel
2912BC,31,,Dorrestein,Nieuwerkerk aan den IJssel
2914AB,40,,Bladmos,Nieuwerkerk aan den IJssel
2914PA,5,,Anjerveld,Nieuwerkerk aan den IJssel
2914TX,13,,Speenkruid,Nieuwerkerk aan den IJssel
2912BC,131,,Dorrestein,Nieuwerkerk aan den IJssel
2912SJ,4,,Bosveen,Nieuwerkerk aan den IJssel
2914AG,81,,Goudmos,Nieuwerkerk aan den IJssel
2914EA,4,,Eendendaal,Nieuwerkerk aan den IJssel
2914PB,36,,Begoniaveld,Nieuwerkerk aan den IJssel
2913LG,24,,Albert van 't Hartweg,Nieuwerkerk aan den IJssel
2912CT,137,,Verzetsstraat,Nieuwerkerk aan den IJssel
2914PN,17,,Fresiaveld,Nieuwerkerk aan den IJssel
2914CG,21,,Margrietveld,Nieuwerkerk aan den IJssel
2914SE,9,,Rendiermos,Nieuwerkerk aan den IJssel
2912RC,4,,de Iep,Nieuwerkerk aan den IJssel
2914RM,20,,Valkendaal,Nieuwerkerk aan den IJssel
2914RJ,27,,Valkendaal,Nieuwerkerk aan den IJssel
2914RJ,35,,Valkendaal,Nieuwerkerk aan den IJssel
2914RM,36,,Valkendaal,Nieuwerkerk aan den IJssel
2912SC,63,,Batavierlaan,Nieuwerkerk aan den IJssel
2911EK,22,,Linge,Nieuwerkerk aan den IJssel
2911EJ,45,,Linge,Nieuwerkerk aan den IJssel
2911EJ,49,,Linge,Nieuwerkerk aan den IJssel
2911EK,52,,Linge,Nieuwerkerk aan den IJssel
2911RB,54,,Wolga,Nieuwerkerk aan den IJssel
2911RB,58,,Wolga,Nieuwerkerk aan den IJssel
2911RD,59,,Wolga,Nieuwerkerk aan den IJssel
2911RD,61,,Wolga,Nieuwerkerk aan den IJssel
2911RB,62,,Wolga,Nieuwerkerk aan den IJssel
2911RD,83,,Wolga,Nieuwerkerk aan den IJssel
2911RD,93,,Wolga,Nieuwerkerk aan den IJssel
2912XC,7,,Donizettipad,Nieuwerkerk aan den IJssel
2912XC,9,,Donizettipad,Nieuwerkerk aan den IJssel
2912XC,12,,Donizettipad,Nieuwerkerk aan den IJssel
2914KA,15,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,27,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,29,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,31,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,45,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,55,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,61,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,63,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,87,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,91,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,95,,Doortocht,Nieuwerkerk aan den IJssel
2914KA,97,,Doortocht,Nieuwerkerk aan den IJssel
2913LV,15,,Hoogeveenenweg,Nieuwerkerk aan den IJssel
2911HC,33,,Elbe,Nieuwerkerk aan den IJssel
2914PG,1,,Ereprijsveld,Nieuwerkerk aan den IJssel
2914PG,6,,Ereprijsveld,Nieuwerkerk aan den IJssel
2914PG,8,,Ereprijsveld,Nieuwerkerk aan den IJssel
2914PG,36,,Ereprijsveld,Nieuwerkerk aan den IJssel
2912AR,1,,Eureka,Nieuwerkerk aan den IJssel
2912AR,3,,Eureka,Nieuwerkerk aan den IJssel
2912AR,10,,Eureka,Nieuwerkerk aan den IJssel
2912AR,17,,Eureka,Nieuwerkerk aan den IJssel
2912TB,19,,Europalaan,Nieuwerkerk aan den IJssel
2912TB,21,,Europalaan,Nieuwerkerk aan den IJssel
2912TB,23,,Europalaan,Nieuwerkerk aan den IJssel
2912TB,25,,Europalaan,Nieuwerkerk aan den IJssel
2912TB,29,,Europalaan,Nieuwerkerk aan den IJssel
2912TB,37,,Europalaan,Nieuwerkerk aan den IJssel
2912TC,59,,Europalaan,Nieuwerkerk aan den IJssel
2912TC,63,,Europalaan,Nieuwerkerk aan den IJssel
2912TC,69,,Europalaan,Nieuwerkerk aan den IJssel
2912TE,78,,Europalaan,Nieuwerkerk aan den IJssel
2912TE,88,,Europalaan,Nieuwerkerk aan den IJssel
2912TE,100,,Europalaan,Nieuwerkerk aan den IJssel
2912TE,104,,Europalaan,Nieuwerkerk aan den IJssel
2912TG,11,,Finsestraat,Nieuwerkerk aan den IJssel
2912TG,15,,Finsestraat,Nieuwerkerk aan den IJssel
2912CC,14,,Flevopad,Nieuwerkerk aan den IJssel
2912CC,36,,Flevopad,Nieuwerkerk aan den IJssel
2912CC,40,,Flevopad,Nieuwerkerk aan den IJssel
2912CC,48,,Flevopad,Nieuwerkerk aan den IJssel
2914TA,2,,Fluitekruid,Nieuwerkerk aan den IJssel
2911BR,184,,Klein Hitland,Nieuwerkerk aan den IJssel
2911AE,26,,Kon Emmahof,Nieuwerkerk aan den IJssel
2911ER,123,,Vecht,Nieuwerkerk aan den IJssel
2912PH,14,,Friezenrade,Nieuwerkerk aan den IJssel
2912XE,4,,J S Bachstraat,Nieuwerkerk aan den IJssel
2914BT,69,,Kroonkruid,Nieuwerkerk aan den IJssel
2914RS,82,,Zwanendaal,Nieuwerkerk aan den IJssel
2912GJ,58,,Poolsezoom,Nieuwerkerk aan den IJssel
2911AK,57,,Prinses Beatrixstraat,Nieuwerkerk aan den IJssel
2911PA,57,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2912CN,44,,Leeghwaterstraat,Nieuwerkerk aan den IJssel
2912RA,3,,de Esdoorn,Nieuwerkerk aan den IJssel
2914CA,7,,Dahliaveld,Nieuwerkerk aan den IJssel
2912BE,17,,Kamerlingh Onnesstraat,Nieuwerkerk aan den IJssel
2912XG,47,,Kerkepad,Nieuwerkerk aan den IJssel
2912BC,66,,Dorrestein,Nieuwerkerk aan den IJssel
2912BC,126,,Dorrestein,Nieuwerkerk aan den IJssel
2841ST,1,,Adriana van Rijkestraat,Moordrecht
